OBJECTID,Facility Status,Facility Name,CAD Name,AKA,Facility Type,Unit (Firescope three letter identifier),CALFIRE Unit,County,Owner,Funding,Staffing,Address,City,ZIP,Phone (xxx-xxx-xxxx),Latitude,Longitude,GlobalID,x,y
1440,Active,Columbia College,,,FSA,,TCU,Tuolumne,STATE,,,11600 Columbia College Drive,Sonora ,95370,12095885207,,,c785eb45-35fe-494e-9b98-4b60fcbb5f46,-33857.6407999992,1425.29869999923
1441,Active,Columbia HB,TCU Columbia HB,O22,HB,TCU,TCU,Tuolumne,STATE,B,P,10723 North Airport Rd,Columbia,95310,209-532-2911,38.0363881059683,-120.410163249302,1adc8724-64a6-4ddd-9040-f312c54cbd48,-35951.7487999983,2303.61280000024
1442,Active,Copperopolis FS,TCU Copperopolis FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,409 N. Main St.,Copperopolis,95228,209-785-2234,37.9794667726381,-120.63923125478,ffaaba9c-b81a-44d1-a2c3-46b869fd4283,-56073.1279999986,-3912.87619999982
1443,Active,Esperanza FS,TCU Esperanza FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,9740 Mountain Ranch Rd,Mountain Ranch,95246,209-754-4402,38.2431549921985,-120.515592140669,5a8ac857-edcd-4478-b775-87e4bc870a7f,-45068.0423999988,25333.7689999994
1444,Active,Fowler Peak COM/LO,TCU Fowler Peak COM/LO,,COM/LO,TCU,TCU,Calaveras,STATE,B,P,4 Mi S Of Hwy 4 On Stallion Rd,Angels Camp,95222,,38.0227947082513,-120.590321696165,46bcac66-985b-4e96-9193-f9a1cc47f0d4,-51752.7809999995,875.832000000402
1445,Active,Green Springs FS,TCU Green Springs FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,11600 La Grange Rd,Jamestown,95327,209-984-5574,37.8342903936428,-120.502583324132,bc57b5ce-f5c8-4211-b842-a5bca7656b9d,-44171.8599000014,-20123.6351999994
1446,Active,Groveland FS,TCU Groveland FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,11700 Merrell Rd,Groveland,95321,209-962-7821,37.8340511530878,-120.238221663227,910adca4-898c-4e4c-ab8c-0a3bda4fddcb,-20936.7615999989,-20241.0043000001
1447,Active,Groveland Station 78,TCU Groveland Station 78,,FSA,TCU,TCU,Tuolumne,DISTRICT OTHER,A,P,18930 Hwy 120,Groveland,95321,209-962-7891,37.8387468765822,-120.231280709907,70934ea8-236a-45ea-ab90-bca71c04cd7f,-20326.564199999,-19720.5044999998
1448,Active,Headquarters FS,TCU San Andreas FS,Tuolumne-Calaveras HQ,FSB,TCU,TCU,Calaveras,STATE,B,P,785 Mountain Ranch Rd,San Andreas,95249,209-754-2735,38.1918071398652,-120.67088976117,ab4c3676-73dc-412f-9464-f8e502b563a4,-58683.1779999994,19710.7722999994
1449,Active,Hermit Springs FS,TCU Hermit Springs FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,"Stanislausnf, Forrd 7N09@7N03",West Point,95255,209-419-4496,38.4253719304283,-120.241412536767,5acf257d-9667-4e70-932f-262a53c46ad9,-21049.8372999988,45493.8515000008
1450,Active,Jamestown,TLU Jamestown Station,Sta 76,FSA,TCU,TCU,Tuolumne,FIRE DISTRICT,A,P,18249  4Th Ave,Jamestown,95327,209-984-5623,37.9522281080743,-120.421531282835,4e02898e-8c7c-4020-b669-515286b5af02,-36989.804299999,-7047.71160000004
1451,Active,Liberty Hill COM,TCU Liberty Hill COM,,COM,TCU,TCU,Tuolumne,STATE,B,P,18.4 Miles Se Of Dorrington,Dorrington,95223,,38.3679176965775,-120.101990713529,794f8251-a31c-4676-ae24-6e12327c902a,-8899.25360000134,39085.0983000007
1452,Active,Mono Village,TLU Mono Village Station,Sta 51,FSA,TCU,TCU,Tuolumne,COUNTY,A,P,19500 Hillsdale Dr,Sonora,95370,209-532-5983,37.9765659602391,-120.324947771441,cee8a6d8-5d52-422c-83bc-7d6c6d2b0c90,-28505.0082999989,-4375.53170000017
1453,Active,Mother Lode Fire Center,TCU Sonora FS,,FCFFC,TCU,TCU,Tuolumne,STATE,B,P,2 South Forest Rd.,Sonora,95370,209-532-7424,37.9811454226813,-120.391951564562,52d3aa69-ff9b-4856-b725-6f4818aa7f35,-34380.8000999987,-3844.22980000079
1454,Active,Murphys FS,TCU Murphys FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,33 Apple Blossom Dr,Murphys,95247,209-728-0398,38.1440099128688,-120.451036905546,961d5c6f-b7d9-4ad9-b2e6-3d990dace6a8,-39477.5894000009,14283.648
1455,Active,Rushing Mountain LO,TCU Rushing Mountain LO,,LO,TCU,TCU,Tuolumne,STATE,B,P,19 Mi Sw Sonora,Chinese Camp,95309,,37.8288849786264,-120.568621714553,a5183343-4e20-4148-9ea3-e900e69415dd,-49979.6359999999,-20691.7385000009
1456,Active,Sierra CC,TCU Sierra Training Center,Sierra Center,TC,TCU,TCU,Tuolumne,STATE,B,P,5100 O'Byrnes Ferry Rd,Jamestown,95327,209-984-4754,37.8953611218461,-120.540022543311,21019ca6-9738-4b37-9b52-245689c0cf0f,-47423.7591999993,-13316.6074999999
1457,Active,Sierra Vista COM/LO,TCU Sierra Vista COM/LO,,COM/LO,TCU,TCU,Calaveras,STATE,B,P,8 Mi E Of San Andreas,San Andreas,95249,,38.2301243338418,-120.614320740557,0a7ec0a6-d03a-49e5-ac0c-97e9dc0f34fb,-53707.4255000018,23936.6753000002
1458,Active,Skull Creek FS,TCU Skull Creek FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,Forest Rd 5N20 At 5N38,Arnold,95223,209-795-1542,38.240599009749,-120.208481360137,a33ff6e5-f929-4f45-b24e-01933395122b,-18223.4382000007,24947.1265999991
1459,Active,Standard FS,TCU Standard FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,18464 Striker Court,Sonora,95370,209-532-8182,37.9595663264575,-120.318261027351,8b4757de-72d3-4af6-96c0-13b9c2f050d9,-27924.7577,-6267.30540000089
1460,Active,Standard Satellite Admin,TCU Standard Admin,South Division Headquarters,OC,TCU,TCU,Tuolumne,STATE,B,P,18440 Striker Court,Sonora,95370,209-532-7424,37.9586827704553,-120.317733158849,f315a162-0e6e-4a39-bfef-6e88af9d53a0,-27878.7690999992,-6365.68229999952
1461,Active,Stockton-Delta Center,STKCCC,,FCCCC,TCU,TCU,San Joaquin,STATE,B,P,7000 South Newcastle Road,Stockton,95215,209-235-1700,37.90293229,-121.20141983,3b23e7cc-2fde-4a4e-8874-7ca4d08e35f7,-105494.889899999,-11942.1418999992
1462,Active,Telegraph Hill COM,TCU Telegraph Hill COM,Telegraph,COM,TCU,TCU,Tuolumne,STATE,B,P,5 Mi Ne Of Sonora On 5N501,Sonora,95370,,38.0308742085867,-120.351771400203,f734b8e1-9be6-44a1-8dba-f517a6022077,-30835.7085000016,1670.09009999968
1463,Active,Tuolumne-Calaveras ECC,TCU Tuolumne-Calaveras ECC,San Andreas,ECC,TCU,TCU,Calaveras,STATE,B,P,785 Mountain Ranch Road,San Andreas,95249,209-754-3831,38.1917426952683,-120.670429832649,226b7a3c-8267-4740-985c-d30f5c3427ff,-58642.998300001,19703.3238999993
1464,Active,Tuolumne-Calaveras UH,TCU Tuolumne-Calaveras UH,San Andreas,HQ,TCU,TCU,Calaveras,STATE,B,P,785 Mountain Ranch Road,San Andreas,95249,209 754 3831,38.1913892041896,-120.670761864969,899e80ea-cfd3-456b-9ee7-cfa17d6dcd8e,-58672.3194999993,19664.2344000004
1465,Active,Twain Harte FS,TCU Twain Harte FS,,FSB,TCU,TCU,Tuolumne,STATE,B,P,22978 Meadow Dr.,Twain Harte,95383,209-586-3362,38.038850430332,-120.231169699826,141057a3-3c77-4bc0-8ff9-7d02e121e6d2,-20261.4373999983,2524.27549999952
1466,Active,Vallecito CC,TCU Vallecito CC,Vallecito Camp,CC,TCU,TCU,Calaveras,STATE,B,P,3225 Six Mile Road,Angels Camp,95222,209-736-2553,38.1064955214408,-120.489287129063,b451f5ba-7486-4c5b-9dcb-610725a8cf6f,-42847.0786999986,10129.9866000004
1467,Active,Valley Springs FS,TCU Valley Springs FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,1855 New Hogan Parkway ,Valley Springs,95252,209-772-1330,38.1738738710137,-120.805006193596,41251d3f-6d19-462c-816b-3312c66a941d,-70431.3260999992,17808.5977999996
1468,Active,West Point FS,TCU West Point FS,,FSB,TCU,TCU,Calaveras,STATE,B,P,22670 Hwy 26,West Point,95255,209-293-4222,38.4040557561475,-120.526913611859,4050a8d9-a5ec-45c2-a120-c8219d69688b,-45958.2652000003,43225.2139999997
1469,Active,Antelope Vol.,TGU Antelope Co. 1,Station 1,FSL,TCR,TGU,Tehama,COUNTY,L,V,604 Antelope Blvd.,Red Bluff,96080,530-528-5199,40.1872024460455,-122.204126715707,069d41b3-0cbc-42e6-82eb-741f49d2bdd3,-187580.0054,243550.219699999
1470,Active,Baker FS,TGU Baker FS,Baker,FSB,TGU,TGU,Tehama,STATE,B,P,14802 Bowman Road,Cottonwood,96022,530-527-2635,40.2793861181437,-122.492372887268,947544b5-43b9-4cd9-a667-d06957a30fbc,-211892.5396,254276.9077
1471,Temporarily Decommissioned,Bend Vol.,TGU Bend Co. 5,Station 5,FSL,TCR,TGU,Tehama,COUNTY,L,V,22310 Bend Ferry Rd,Red Bluff,96080,,40.2602598360052,-122.206425552911,e93d2fe0-8b71-4fc5-8c59-c504e45bdd08,-187636.436000001,251550.793400001
1472,Active,Bowman FS/Vol.,TGU Bowman FS,Station 3,FSAB,TGU,TGU,Tehama,COUNTY,C,C,18355 Bowman Road,Cottonwood,96022,530-347-3473,40.3456958419196,-122.354158517642,64915e5a-5af7-478a-96c0-908e8f4efc22,-199961.693700001,261338.7513
1473,Active,Corning Station 12,TGU Corning Station 12,Station 12,FSA,TCR,TGU,Tehama,COUNTY,A,C,988 Colusa Street,Corning,96021,530-824-5546,39.9311408596545,-122.178343602833,0967124b-c0ed-45fe-8868-53e3b769fbfb,-186088.644300001,214946.8531
1474,Active,Dibble Creek Vol.,TGU Dibble Creek Co. 14,Station 14,FSL,TCR,TGU,Tehama,COUNTY,L,V,20230 Highway 36W,Red Bluff,96080,530-527-8920,40.2208118456936,-122.283597546148,0705e599-0e76-496a-afea-5815101eb63a,-194303.4867,247326.069599999
1475,Active,Eagle Peak LO,TGU Eagle Peak LO,Eagle Peak,LO,TGU,TGU,Tehama,STATE,,,,Paskenta,96074,,39.9271436271202,-122.641649685193,a18ebde0-193a-4625-bba9-c78aa7e7f7e9,-225670.368000001,215509.0177
1476,Active,ECC,TGU Tehama-Glenn ECC,Red Bluff ECC,ECC,TGU,TGU,Tehama,STATE,C,P,605 Antelope Blvd.,Red Bluff,96080,530-529-8541,40.1854688414189,-122.204095563537,a248b3fe-9af6-4861-9162-e268b0d7c5b8,-187631.429300001,243241.454700001
1477,Active,El Camino Vol.,TGU El Camino Co. 9,Staion 9,FSL,TCR,TGU,Tehama,COUNTY,L,V,9580 Highway 99W,Gerber,96035,530-385-9707,40.0713568479467,-122.169582584249,7611d309-c4a1-4aa4-a573-4d75db4ce02e,-184983.939099999,230501.787
1478,Active,Elk Creek FS,TGU Elk Creek FS,Elk Creek,FSB,TGU,TGU,Glenn,STATE,B,P,3288 Ivory Mill Road,Elk Creek,95939,530-968-5381,39.5919279154501,-122.554886590903,46da8c2f-3d3c-4103-8efb-930d2ebf97b6,-219263.732100001,178075.5328
1479,Active,Headquarters,TGU Tehama-Glenn UH,Headquarters,HQ,TGU,TGU,Tehama,STATE,B,P,604 Antelope Blvd.,Red Bluff,96080,530-528-5199,40.1861968418336,-122.203987563562,3674d69e-b400-4cc2-8272-49ecb2f26e32,-187585.937200001,243300.394099999
1480,Active,Inskip Hill COM/LO,TGU Inskip Hill COM/LO,Inskip,COM/LO,TGU,TGU,Tehama,STATE,,P,,Paynes Creek,96075,,40.3415709146985,-121.94310520875,8c88a2b5-7849-427f-862d-3632dcfd1862,-165061.7126,260089.4571
1481,Active,Ishi CC,TGU Ishi CC,Ishi Camp,CC,TGU,TGU,Tehama,STATE,B,P,30502 Plum Creek Road,Paynes Creek,96075,530-597-2352,40.3130318070227,-121.895847593638,09dc0007-17f7-444a-aef9-5d938b2957b4,-161111.2195,256839.258400001
1482,Active,Lake California Vol.,TGU Lake California Co. 2,Station 2,FSL,TCR,TGU,Tehama,COUNTY,L,V,22097 Riverview Drive,Cottonwood,96022,530-347-4136,40.3542838292462,-122.213425538716,f6ea1858-1e27-4a7c-b483-00718e1931aa,-187987.8423,262004.306
1483,Active,Los Molinos Station 10,TGU Los Molinos Station 10,Station 10,FSA,TCR,TGU,Tehama,COUNTY,A,C,7930 Sherwood Blvd.,Los Molinos,96055,530-384-2345,40.0268068453975,-122.09595160225,c0f37661-0c46-49f6-a84a-0f22a6fae3a8,-178816.415899999,225413.007099999
1484,Active,Manton FS,TGU Manton FS,Manton,FSB,TGU,TGU,Tehama,STATE,B,P,31200 Manton Road,Manton,96059,530-474-3124,40.4332797956852,-121.873732580724,42332a6d-1910-4f94-88b9-279133ebb271,-158968.199899999,270153.5506
1485,Active,Manton Vol.,TGU Manton Co. 18,Station 18,FSL,TCR,TGU,Tehama,COUNTY,L,V,31190 Manton Road,Manton ,96059,530-474-3012,40.4330037954081,-121.874727580551,b75a18e3-3f9d-41db-abd6-331b2c558788,-158488.886,270078.2399
1486,Active,Mineral Vol.,TGU Mineral Co. 20,Station 20,FSL,TCR,TGU,Tehama,COUNTY,L,V,37900 Highway 36E,Mineral,96063,,40.3467967811612,-121.614095632633,0718a17d-b62f-45f0-a2fb-0daceda7f732,-137106.3036,260145.4332
1487,Active,Paskenta FS,TGU Paskenta FS,Paskenta,FSB,TGU,TGU,Tehama,STATE,B,P,12960 Toomes Camp Road,Paskenta,96074,530-833-5504,39.8851328930758,-122.554973550878,d0af6f4c-c7fc-4d79-badb-5e855360d206,-218393.396600001,210640.637700001
1488,Active,Pattymocus COM/LO,Pattymocus LO,Pattymocus LO,COM/LO,TGU,TGU,Tehama,STATE,,,Pattymocus Lookout Rd,Platina,96076,,40.2963778849892,-122.868283050674,ba1e4631-48a5-4cda-8980-f53715081bca,-243784.8676,257066.692199999
1489,Active,Paynes Creek FS ,TGU Paynes Creek FS,Paynes Creek,FSB,TGU,TGU,Tehama,STATE,B,P,29721 Highway 36E,Paynes Creek,96075,530-597-2641,40.3323208073269,-121.92515058617,dadf04b7-a640-466c-a059-141c855df1d4,-163557.583699999,259031.244000001
1490,Active,Paynes Creek Vol.,TGU Paynes Creek Co. 21,Station 21,FSL,TCR,TGU,Tehama,COUNTY,L,V,29960 Plum Creek Road,Paynes Creek,96075,,40.3314158064162,-121.913562588295,c99d2164-4a30-4d15-a332-8ef68ce49c1c,-162575.249299999,258910.8246
1491,Decommissioned,R Ranch Vol.,TGU R Wild Horse Ranch Co. 6,Station 6,FSL,TCR,TGU,Tehama,COUNTY,L,V,6700 Highway 36 West,Platina,96076,530-352-4222,40.31699072288,-122.802632660703,9c7d9583-e80c-4be7-bf6f-48c741e012cd,-238137.865599999,259187.5144
1492,Active,Rancho Tehama Vol.,TGU Rancho Tehama Co. 13,Station 13,FSL,TCR,TGU,Tehama,COUNTY,L,V,17195 Rancho Tehama Road,Corning,96021,530-585-2240,40.0153529194042,-122.400254755874,0cf4c667-8eb4-4dd2-b0b4-47ba9a89ce81,-204805.0974,224756.6458
1493,Active,Red Bank FS,TGU Red Bank FS,Red Bank,FSB,TGU,TGU,Tehama,STATE,B,P,15905 Red Bank Road,Red Bluff,96080,530-527-6113,40.1088198675661,-122.446679536268,9e9f81fc-1a3a-4b9f-918f-cf0e20eb6e69,-208497.578500001,235236.969000001
1494,Active,Red Bluff FS,TGU Red Bluff FS,Red Bluff,FSAB,TGU,TGU,Tehama,STATE,C,P,604 Antelope Blvd.,Red Bluff,96080,530-528-5160,40.1869478413797,-122.203990563809,31ed61ec-1e94-4afe-887a-aee24d3dcff1,-187586.044199999,243435.5502
1495,Active,Red Mountain COM,TGU Red Mountain COM,Red Mountain,COM,TGU,TGU,Glenn,STATE,,,22N04 / Red Mt. Lookout Road,,,,39.742507844692,-122.609693902829,0a6bef76-742f-4a42-91bb-30577f97dda5,-223504.5744,194927.7075
1496,Temporarily Decommissioned,Richfield Vol.,TGU Richfield Co. 11,Station 11,FSL,TGU,TGU,Tehama,COUNTY,L,V,6115 Grange Road,Corning,96021,,39.9743348557427,-122.176593597102,104ecc7c-f888-4f6b-a110-e9d7c9b64e34,-185829.021299999,219740.605799999
1497,Temporarily Decommissioned,Ridgeway Vol.,TGU Ridgeway Co. 4,Station 4,FSL,TCR,TGU,Tehama,COUNTY,L,V,19691 Ridge Road,Red Bluff ,96080,,40.1472838534168,-122.305837553393,4b8360e9-dfec-43e0-92bb-579bc951840b,-196394.049699999,239207.352600001
1498,Active,Salt Creek CC,TGU Salt Creek CC,Salt Creek Camp,CC,TGU,TGU,Tehama,STATE,B,P,10655 Round Valley Road,Paskenta,96074,530-833-5562,39.8120949045808,-122.628703549627,dff1fed0-242a-4b11-b8ea-ed6f79639356,-224919.033199999,202701.6533
1499,Active,Tomhead LO,Tomhead LO,Tomhead LO,LO,TGU,TGU,Tehama,FEDERAL,F,,Tomhead Mountain,,,,40.1365764850083,-122.817120189528,c8cedb57-7fe5-41b6-a005-149260aaf2d0,-239964.973300001,239195.051000001
1500,Active,Turner Mountain COM/LO,Turner Mountain Lookout,,COM/LO,TGU,TGU,Tehama,FEDERAL,,,28N70,Mineral,96063,,40.298908537725,-121.616909354081,f5c09e21-8b01-401d-9aed-52fbd3d82ac3,-137435.986400001,254831.785599999
1501,Active,Tuscan Butte COM,TGU Tuscan Butte COM,Tuscan Butte,COM,TGU,TGU,Tehama,STATE,,,25255 Tuscan Springs Rd,Red Bluff,96080,,40.2625404302735,-122.094908421059,65fd3f36-69a5-4c55-888e-acd583e97869,-178148.9058,251588.899700001
1502,Active,Valley View Fire Center,TGU Valley View Fire Center,Valley View Fire Center,FCFFC,TGU,TGU,Glenn,FEDERAL,B,P,3337 Road 307,Elk Creek,95939,530-968-5355,39.6525949242632,-122.722003557392,f6623273-8027-4bcf-bbac-a3f862d024e7,-233408.6018,185212.793
1503,Active,Vina Helitack,TGU Vina HB,Vina Helitack,HB,TGU,TGU,Tehama,STATE,B,P,4520 Highway 99E,Vina,96092,530-839-2121,39.9283017509896,-122.027208694638,6f7c902f-5d83-436b-8618-5687602fd3bb,-173186.476600001,214345.1657
1504,Active,Vina Vol.,TGU Vina Co. 16,Station 16,FSL,TCR,TGU,Tehama,COUNTY,L,V,4560 Rowles Road,Vina,96092,530-839-2320,39.9285808492905,-122.052216622855,f1457be7-6432-49fb-bf0f-c75044166890,-175321.9263,214422.127800001
1505,Active,Badger FS,TUU Badger FS,,FSB,TUU,TUU,Tulare,STATE,B,P,50601 Hwy 245,Badger,93603,559-337-2524,36.6482460935906,-119.014331230396,663b7a1b-9e2e-46b2-ad0a-c52bd23dd795,88002.8753999993,-151621.7082
1506,Active,Bear Creek FS,TUU Bear Creek FS,,FSB,TUU,TUU,Tulare,STATE,B,P,39582 Balch Park Road ,Springville ,93265,559-539-2413,36.1929296402741,-118.801980668184,4eba481a-3998-4d13-8397-fd2de97a8b49,107600.253899999,-201999.1252
1507,Active,Blue Ridge COM,TUU Blue Ridge COM,,COM,TUU,TUU,Tulare,STATE,B,P,"15 Miles East Of Exeter, Ca",Springville ,93265,,36.2879200479502,-118.839725963659,dd813d66-c676-433c-9afd-b6e34581ef24,104081.186700001,-191486.548699999
1508,Active,Fountain Springs FS,TUU Fountain Springs FS,,FSB,TUU,TUU,Tulare,STATE,B,P,5560 Old Stage Road,Porterville,93257,559-534-2222,35.8904513324194,-118.915020504793,23d05c96-22a4-4176-ab8e-f06d93cc8b47,97832.7468000017,-235727.6919
1509,Active,Mountain Home CC,TUU Mountain Home CC,,CC,TUU,TUU,Tulare,STATE,B,P,45260 Bear Creek Rd,Springville,93265,559-539-3151,36.2081759031806,-118.714468558761,eb2715ee-f248-4774-913d-2716a31738cb,115436.645399999,-200202.1713
1510,Active,Mountain Home DSF VC,TUU Mountain Home DSF VC,,VC,TUU,TUU,Tulare,STATE,B,P,P.O. Box 517 Springville Ca ,Springville,93265,559-539-2859,36.2148121873943,-118.67926906648,bd09127d-18ab-4672-a757-67def7a82447,118586.9428,-199421.3709
1511,Active,Porterville AAB,TUU Porterville AAB,,AAB,TUU,TUU,Tulare,,B,P,2125 S Newcomb Street,Porterville,93257,559-784-0828,36.029625401494,-119.062172057894,c45191b9-f973-483c-8bdf-ccabc00980c3,84411.7373000011,-220406.9813
1512,Active,Porterville FS,TUU Porterville FS,,FSB,TUU,TUU,Tulare,STATE,B,P,26488 Ave 140,Porterville,93257,559-784-2452,36.0442831181935,-118.981256164953,3b61d8ff-5138-466b-9762-14df122afa6f,91676.9235999994,-218703.3006
1513,Active,Railroad Canyon FS,TUU Railraod Cayon FS,RRC,FSB,TUU,TUU,Tulare,STATE,B,P,38700 Hot Springs Rd,California Hot Springs ,93207,661-548-6457,35.8736798751005,-118.702925146439,b430e716-61b6-43b0-a46e-eb02b42ac530,114457.309300002,-238564.0551
1514,Active,Shadequarter COM/LO,TUU Shadequarter COM,,COM/LO,TUU,TUU,Tulare,STATE,B,P,10 Mi Se Badger,Badger,93641,,36.5673013569208,-118.956745550289,1d1d8cef-c264-45c1-9d22-1d03f2d4277e,93242.9858000018,-160562.333799999
1515,Active,Three Rivers FS,TUU Three Rivers FS,,FSB,TUU,TUU,Tulare,STATE,B,P,40900 Sierra  Drive ,Three Rivers ,93271,559-561-4432,36.4286137390925,-118.912432691156,29888edd-a620-41cb-be96-eac0f03700f6,97380.1220999993,-175929.8551
1516,Active,Tulare ECC,TUU Tulare ECC,,ECC,TUU,TUU,Tulare,STATE,B,P,1968 South Lovers Lane,Visalia,93292,559-734-1948,36.3139315779911,-119.259606326143,2bc2f8f4-04a1-4bf4-ae6b-3bba8104b953,66398.6336000003,-188947.2882
1517,Active,Tulare Fire Center,,,FCFFC,,TUU,Tulare,STATE,,,26501 Ave 140,Porterville,93257,,,,587cd529-dd1d-4c5d-83cd-a481bd7c0f7c,91617.3803000003,-218998.1594
1518,Active,Tulare Unit Head Quarters / Visalia Station,TUU Tulare UH,,HQ,TUU,TUU,Tulare,STATE,B,P,1968 South Lovers Lane,Visalia,93292,559-732-5954,36.3139315779911,-119.259606326143,7b0f7c38-f19f-465c-b9e7-35607e6d87c2,66349.9268000014,-188980.578600001
1519,Active,UHL Pocket COM,,,COM,,TUU,Tulare,COUNTY,,,2 Miles West of CA Hot Springs,"CA Hot Springs, CA",93207,,,,0f2fe1cf-30cf-4336-a093-2bf488fe12f4,116432.4375,-238581.7292
1520,Active,Visalia FS,TUU Visalia FS,,FSB,TUU,TUU,Tulare,STATE,B,P,1968 South Lovers Lane,Visalia,93292,559-636-4126,36.3139315779911,-119.259606326143,19c96a90-cc28-4357-944d-9de51d4bac32,66399.9571000002,-188996.173
1521,Active,Woodlake FS,TUU Woodlake FS,,FSB,TUU,TUU,Tulare,STATE,B,P,35802 Olivera Drive,Woodlake,93286,559-564-2144,36.438931709638,-119.111214588603,2375cb5e-4fd6-4fc8-b379-fce873469a38,79571.3489000015,-174968.764599999
1522,Active,Anacapa Island,,,COM,VNC,VNC,Ventura,FIRE DISTRICT,,,,,,,34.003894387557,-119.396046178395,f2935c98-aadc-40c1-b8da-c8dfd1bc17a8,55794.1618999988,-445557.8138
1523,Active,Camp 1,,,FxCC,VNC,VNC,Ventura,COUNTY,G,P,2471 Latigo Ave,Oxnard,93030,805-388-4587,34.2114931278937,-119.142737591743,d06c7d90-a03a-4ba4-9b59-3a671bad4be9,78985.925999999,-422348.3782
1524,Active,Camp 14,,,,,VNC,Ventura,FIRE DISTRICT,,,103 Durley Ave,Camarillo,93030,,,,259b9de0-b41f-4d8b-88a1-0c35ec5a6f98,85538.6948999986,-422699.6645
1525,Active,Casitas Fire Station and Helibase USFS,,,FSO,,VNC,Ventura,FEDERAL,,,3333 Casitas Pass Road,Ventura,93001,805-469-3861,,,00bb8382-8534-467d-9f07-1b135cb1ecc1,57832.4836000018,-400756.0733
1526,Active,CCC/ Camarillo Fire Center ,,,FCCCC,,VNC,Ventura,STATE,,, 3200 Wright Road ,Camarillo,93010,805-278-2787,,,61045781-dbb1-41f3-8e1c-33f4a27de120,82719.1352999993,-418952.9143
1527,Active,CSUCI Public Safety Unit,No CAD name Entered,CSU Channel Islands,FSO,VNC,VNC,Ventura,STATE,L,P,,Camarillo,93012,,34.1651693548081,-119.0451054131,9c5670d7-c650-464c-ba73-a26eaa94a826,88032.8434999995,-427401.5398
1528,Active,CSUCI Public Safety Unit,No CAD name Entered,CSU Channel Islands,FSL,VNC,VNC,Ventura,STATE,,,,Camarillo,93012,,34.1650628274259,-119.045191243788,6324af73-a10b-4757-b80b-c96a0e2544cc,88025.0500999987,-427413.4373
1529,Active,Fillmore City Fire Station ,,,FSL,FLM,VNC,Ventura,CITY,L,C,711 Landeros Lane,Fillmore,93015,805-524-1500,34.4006911772979,-118.919627949329,62b13289-c964-4aa8-90d2-7e6d5d5bac61,99302.3506999984,-401146.5318
1530,Active,Fire Communications Center,,,COM,,VNC,Ventura,COUNTY,,,160 Durley Ave ,Camarillo,93010,805-388-4279,,,aef657d6-4f96-4320-abae-161597e3f552,85313.1420000009,-422576.8739
1531,Active,Frazier,,,COM,VNC,VNC,Ventura,FEDERAL,,,,,,,34.7749861358034,-118.969016479281,43803e0f-3a1e-4ccd-a1f4-ae6703586c8d,94311.2965999991,-359656.7675
1532,Active,Hall Canyon,,,COM,VNC,VNC,Ventura,COUNTY,,,,,,,34.2964583989431,-119.27348415283,1fc28367-3fdd-4c9a-8ab9-11831cf0f57f,66867.4710999988,-413022.1522
1533,Active,Laguna Peak,,,COM,VNC,VNC,Ventura,,,,,,,,34.1088498467285,-119.064949367,7b2724d4-5c43-4b12-a258-40a2e9a34c8b,86265.1108000018,-433667.4969
1534,Active,Moorpark VCFD Station 42,VNC STA 42,Moorpark,FSCC,VNC,VNC,Ventura,FIRE DISTRICT,G,P,295 E High Street,Moorpark,93021,805 378-7007,34.2856278014932,-118.878023054505,7bee690b-c863-40b6-b374-1d17468714be,103277.335900001,-413868.9793
1535,Active,Ojai Fire Station USFS,,,FSO,,VNC,Ventura,FEDERAL,,,1190 East Ojai Avenue,Ojai ,93023 ,805-699-0655,,,6c84a880-9b49-43b9-bf71-92c163ea611f,70543.443599999,-396044.0618
1536,Active,Ozena Fire Station USFS,,,FSO,,VNC,Ventura,FEDERAL,,,27501 Maricopa Highway,Maricopa,93252,661-777-2221,,,455a35cb-ed62-4ee1-b6e3-3bec72e4a7ef,59159.4505999982,-370119.3389
1537,Active,Rasnow,,,COM,VNC,VNC,Ventura,COUNTY,,,,,,,34.1652969244458,-118.908660509324,d7b745da-64f4-430f-9c29-7a18ea591696,100611.009799998,-427251.644
1538,Active,Red Mtn,,,COM,VNC,VNC,Ventura,COUNTY,,,,,,,34.3492641761021,-119.33997307377,167714dd-e8d7-4413-b980-a36d2ce06495,60707.3447999991,-407207.6843
